bytes,sha256,copies,paths
414,73959fbcf223f045f6e14558102cf48749781fdd31ec2e1ef78c0164f63c0599,2,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R02/config.toml | study_runs/V100_P0_NANO_I05_R02/config.toml
1195,4da430e9659bb61bd72765495936d07d95cfc1fd625a65a3cfd549baa46343ae,15,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_seed/generated/checkpoints/err.log | study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/7c7aff516dc44e82bafcc25d1c7616c7/generated/checkpoints/err.log | study_runs/SMOKE_V100_P0_I01/checkpoint/8ae5c9e5771d4ce2be8d8a2a7b4228f0/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R01/checkpoint/977d7ec4949847409c030b314e2dd362/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R01/checkpoint/aac562b51b2148e2b73a824edba0b9b3/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2_seed/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R02/checkpoint/8b4ad2ac4960487da7beea3df7b51b4e/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R02/checkpoint/8b4ad2ac4960487da7beea3df7b51b4e_seed/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R03/checkpoint/ae5c302c20744599a5005e342e748a23/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R04/checkpoint/429968f4a2d5464781e553f6868ecfb7/generated/checkpoints/err.log | study_runs/V100_P0_NANO_I05_R01/checkpoint/1390f6c0be5743b8927162dbbe425e75/generated/checkpoints/err.log | study_runs/V100_P0_NANO_I05_R01/checkpoint/1390f6c0be5743b8927162dbbe425e75_seed/generated/checkpoints/err.log | study_runs/V100_P1_NANO_I05_R05/checkpoint/77cee7c143e54342a6d595c53dab704e/generated/checkpoints/err.log | study_runs/V100_P2_GPT54_I05_R02/checkpoint/6ef757c13ca04289b1b7f6fa5c5b59a1/generated/seed_7/checkpoints/err.log
2,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,8,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_seed/generated/checkpoints/results.json | study_runs/SMOKE_V100_P0_I01/checkpoint/b3f868150f1e48848df96473d4a5fb4e/generated/checkpoints/results.json | study_runs/V100_P1_NANO_I05_R03/checkpoint/8676fcf9d5a649d1a9d6d65edaa7437e/generated/checkpoints/results.json | study_runs/V100_P1_NANO_I05_R03/checkpoint/8676fcf9d5a649d1a9d6d65edaa7437e_seed/generated/checkpoints/results.json | study_runs/V100_P2_GPT54_I05_R01/checkpoint/04f48b1f7cb64750af4875102ffebf1c/generated/checkpoints/results.json | study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564/generated/checkpoints/results.json | study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564_iteration2/generated/checkpoints/results.json | study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564_seed/generated/checkpoints/results.json
15386,f7c56a300e9ffc79e17e6aced74dbf1c232b706376e852202eab284484276eeb,2,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_seed/generated/precision_seed_plot.png | study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/7c7aff516dc44e82bafcc25d1c7616c7/generated/precision_seed_plot.png
251,3643b8dc790a3c97341e9611eacfdeaf00536f820df40cd22262cdcf3449c581,2,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/471cd3e59f7e4ff38fc386479e829987_seed/generated/prototype_precision_results.csv | study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/7c7aff516dc44e82bafcc25d1c7616c7/generated/prototype_precision_results.csv
199,726457e870200baf2a362024d1db12e74eeb7dc1d9e0605ef9ef7957e0f1d994,2,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/checkpoint/7c7aff516dc44e82bafcc25d1c7616c7/generated/checkpoints/progress.json | study_runs/V100_P0_MINI_I05_R01/checkpoint/aac562b51b2148e2b73a824edba0b9b3/generated/checkpoints/progress.json
414,e9e88c445288497681d9e03470c173c77ccf3864de5775cf34f295cf4bf08486,3,study_runs/PILOT_BAD_FILENAME_V100_P0_NANO_I05_R03/config.toml | study_runs/V100_P0_NANO_I05_R03/config.toml | study_runs/V100_P0_NANO_I05_R03_FAILED_ENCODING/config.toml
3244,18d7f47641bd3c99a0b207b6f8380579b18764857b178d01a4d3d3412315acdf,2,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f/code.py | study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_seed/code.py
1655,77517e014423c3875201b476037a322190087ca8f657d634ee01a3c14f5c3ae0,2,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f/generated/checkpoints/progress.json | study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_seed/generated/checkpoints/progress.json
37583829,ce121a32b92419f122c86d8e6159da80dac2498530ce88af618d606dab17bda1,2,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_iteration1/generated/checkpoints/MovieLens100K-938abed0/LensKit.ItemKNNScorer-c3d66610-11/predictions.json | study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2_iteration1/generated/checkpoints/MovieLens100KLocal-938abed0/LensKit.ItemKNNScorer-c3d66610-11/predictions.json
39089340,4612219caa0e1c7f45150c69dfeceeed6b54421c6e71c048531c6c5a6f8203a3,4,study_runs/SMOKE_V100_P0_I01/checkpoint/2b04050768474782874f3d86300c385f_iteration1/generated/checkpoints/MovieLens100K-938abed0/LensKit.PopScorer-f4aa5539-11/predictions.json | study_runs/V100_P0_MINI_I05_R01/checkpoint/b6c02039931c42fcb8d6e8ec9185ebc2_iteration1/generated/checkpoints/MovieLens100KLocal-938abed0/LensKit.PopScorer-f4aa5539-11/predictions.json | study_runs/V100_P0_MINI_I05_R05/checkpoint/5f85c771837f46e69ed3548da85ed85f/generated/checkpoints/MovieLens100K-938abed0/LensKit.PopScorer-f4aa5539-11/predictions.json | study_runs/V100_P0_MINI_I05_R05/checkpoint/b961f343d9f8405a8f194c65eb67b0cf/generated/checkpoints/MovieLens100K-938abed0/LensKit.PopScorer-f4aa5539-11/predictions.json
199,53cc16ee820ceba2f63d048fc8c818510250d19784ae0cfdfe8cb1631b4c7233,2,study_runs/SMOKE_V100_P0_I01/checkpoint/8ae5c9e5771d4ce2be8d8a2a7b4228f0/generated/checkpoints/progress.json | study_runs/V100_P0_MINI_I05_R01/checkpoint/7296f7528a22457384d50f4e3c7c94a4/generated/checkpoints/progress.json
951,6a254c2602b7566b8080dc9a3e249853376d2cb68109de34c64df5a7e9f73108,26,study_runs/V100_P0_GPT54_I05_R01/checkpoint/1a0e67a0ed0f49838458b10f36953597/generated/seed_13/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/1a0e67a0ed0f49838458b10f36953597/generated/seed_29/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/1a0e67a0ed0f49838458b10f36953597/generated/seed_42/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/1a0e67a0ed0f49838458b10f36953597/generated/seed_7/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/1a0e67a0ed0f49838458b10f36953597/generated/seed_87/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_13/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_29/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_42/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_7/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_87/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_13/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_29/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_42/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_7/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_87/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce/generated/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_seed/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R05/checkpoint/5f85c771837f46e69ed3548da85ed85f/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R05/checkpoint/a60f1446dae34e6c85594e6ccf365727/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R05/checkpoint/b961f343d9f8405a8f194c65eb67b0cf/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R05/checkpoint/c1cab3cf57c346019ca9d1992dcac3ef/generated/checkpoints/err.log | study_runs/V100_P0_MINI_I05_R05/checkpoint/c1cab3cf57c346019ca9d1992dcac3ef_seed/generated/checkpoints/err.log | study_runs/V100_P2_GPT54_I05_R02/checkpoint/73be1f73012545e9911ff1449851c2bb/generated/seed_7/checkpoints/err.log | study_runs/V100_P2_GPT54_I05_R02/checkpoint/76cc9e35c947427c9589f19b532a152f/generated/seed_7/checkpoints/err.log | study_runs/V100_P2_GPT54_I05_R02/checkpoint/d4dae55ea810493681b2ee614cb64fb6/generated/seed_7/checkpoints/err.log | study_runs/V100_P2_GPT54_I05_R02/checkpoint/d4dae55ea810493681b2ee614cb64fb6_seed/generated/seed_7/checkpoints/err.log
5936,88282802745d5f360fa0f38a56f7830033de86269fb93510ee56ffedb96e01a5,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/code.py | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/code.py
762,de01b1861af0df160d2136171b40364ba1106d36a3bd35a5fab55731b9819605,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/prototype_results.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/prototype_results.csv
66,4cf8d5a5f0f6f8d9178b2bc9e1c3ab6f0a8bc015301432ffd31bf96744f2d190,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/prototype_summary.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/prototype_summary.csv
38547550,bc21346977917d7b3fa5e17b37c97b560a5725166950041dcb3c487171b2758f,3,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_13/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-13/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_13/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-13/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_13/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-13/predictions.json
192,8c01d4d9763aed914062057453140206f483cc566bc1ce5346b32dea84e8089f,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_13/checkpoints/progress.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_13/checkpoints/progress.json
145,f61febc12ade33dfd488c0bd277148aeacd84b243be53d0e32b65437155045d2,4,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_13/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_13/evaluator_results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_13/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_13/evaluator_results.json
123,62583119c31a1e475f1c021aaa87df258797675a9a3a9ec4a288683a6256a17f,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_13/evaluator_results.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_13/evaluator_results.csv
38551698,c52c42b0c5a42ef8c6083bf26ec691d435b936ea972a6c07d6490338c70dd448,3,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_29/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-29/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_29/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-29/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_29/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-29/predictions.json
192,0926327f62b575ad5911ae6dbe0c42c5d1b71ab97f895f77165171ba11cbaae1,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_29/checkpoints/progress.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_29/checkpoints/progress.json
145,c916a1926f947304a1e4fede93c75dc2feed5f5bca04a92c1540612dbc480fb1,4,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_29/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_29/evaluator_results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_29/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_29/evaluator_results.json
123,4682d0f8d0f4fcdcd50b95ace172566a6b1d92798e89a3ec4a000c877af23b6e,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_29/evaluator_results.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_29/evaluator_results.csv
38551544,1f9beb7bb0901ea4704f206a652466d1b047b05abbbf6b3c970417a3d2f97e86,3,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_42/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-42/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_42/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-42/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_42/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-42/predictions.json
192,6edf6b393d122f7a4c8d61935f1c2b71bea20b109820ae2e98f432780f3d99da,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_42/checkpoints/progress.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_42/checkpoints/progress.json
144,d1ec6940aea48d5ea5029f48c5b41454210703f87e2ccdaecdf21d9577ef483c,4,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_42/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_42/evaluator_results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_42/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_42/evaluator_results.json
122,fd5fc981d10c1de18cb1eaf4ee091f42bd275c3f5cd0c82af0e9de7c560734fd,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_42/evaluator_results.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_42/evaluator_results.csv
38567824,19c28b2bbbcaf2544225ad1a40eb153b9c15fe3530cb16c129be08de754376ed,3,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_7/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-7/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_7/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-7/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_7/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-7/predictions.json
191,0d84e99c0e95af70986f10c018e19132c0c6a725a17c7dd1fe52999aa49b4398,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_7/checkpoints/progress.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_7/checkpoints/progress.json
143,885f9b24c2da1b10da00a2fa41be12c8660660af69806130bdc8cd34e0234c2d,4,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_7/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_7/evaluator_results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_7/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_7/evaluator_results.json
121,ea2723f60c63937ff28b3cb3d24c1684cbcbe8ffb93f5f44b486f8711ea1281f,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_7/evaluator_results.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_7/evaluator_results.csv
38544002,f0c1407d2d2e84dbd1d2fbc752eec61acaeacc874a015665dfc4db9b148e57fd,3,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_87/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-87/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_87/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-87/predictions.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_87/checkpoints/MovieLens100K-c437b6f6/LensKit.PopScorer-f4aa5539-87/predictions.json
192,57f9fcaf06ade75c7f91b5a0626b342e9e2b7b6bb777d863fba19376543109d3,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_87/checkpoints/progress.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_87/checkpoints/progress.json
145,769aaa00517b0e8d16c10bebbcfe01bb2d6f645bc0fd5e7c40136435cf5bd388,4,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_87/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_87/evaluator_results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_87/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_87/evaluator_results.json
123,c127a8cd0c28cf223621b13866c01b2920428765b611d2e9888727b5c10d0a81,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_87/evaluator_results.csv | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_87/evaluator_results.csv
49966,5cd5674f129a07b939b8c2670f0d746961608f232a4f1b1166eed3952619aa52,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d/generated/seed_sensitivity_plot.png | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_seed/generated/seed_sensitivity_plot.png
3341,8064fa4046d33d51340bd64ca82b03a9305e319f14dc5b50ede1e6d904331d0e,5,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_13/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_29/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_42/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_7/checkpoints/err.log | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_87/checkpoints/err.log
2226,fadcdffb6b7360bdadf4abb878619870b59dea8245d7d0c766d78351aaaa30d7,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_13/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_13/evaluator_results.json
2222,ca90c391aede38a4b962279cbb7db8c1418b166d7e51cdee8b310a98bc679123,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_29/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_29/evaluator_results.json
2223,091715c3f58f703a3f7bc7f2df2d5e3a65486c9cca7c5960c4d735bd8a56b835,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_42/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_42/evaluator_results.json
2207,0b70cdb53613f05233fcc1cc506e75d3e7c9cfb3963e6d551791d66869b682a2,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_7/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_7/evaluator_results.json
2224,f7ea8b5ee22405c9747d92e173edc31558c55ce58726907ee50eeb77632dc74c,2,study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_87/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R01/checkpoint/e7849e11813743659c7d53436c07af0d_iteration1/generated/MovieLens100K/seed_87/evaluator_results.json
7748,38f57542ad5f854884477247745871bc88f0297a8742e72f86542d53272694e4,2,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce/code.py | study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_seed/code.py
38793746,e6d459ffabc0ddcf1df8a22659d433a2d1a0fe386c3e1a2aad586e690fe60c11,2,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce/generated/checkpoints/LocalMovieLens100K-c0b4b14e/LensKit.PopScorer-f4aa5539-11/predictions.json | study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_seed/generated/checkpoints/LocalMovieLens100K-c0b4b14e/LensKit.PopScorer-f4aa5539-11/predictions.json
197,1364a60733b157f84f3bb0c8b11a8762fb3f41d2488350357793eebe5a4a389e,2,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce/generated/checkpoints/progress.json | study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_seed/generated/checkpoints/progress.json
150,5eb4cf96dc28efc1615a7465d414b9802493b5f86a6edb438824579c65f3f382,2,study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce/generated/checkpoints/results.json | study_runs/V100_P0_GPT54_I05_R02/checkpoint/ef50db923528453ab7281e09a7ab63ce_seed/generated/checkpoints/results.json
